"Pipeline","Amount","Churn","Contract.Length","Has.Ever.Been.Poc","Country","Tier","Industry","Created.On.Platform","No.Of.Conversations.Q1.To.Q3","Avg.Conversation.Rating.Q1.To.Q3","Avg.No.Of.Conversation.Parts.Q1.To.Q3","Created.Campaigns.Q1.To.Q3","Live.Campaigns.Q1.To.Q3","No.Of.Integrations.Q1.To.Q3","Previous.No.Of.Deals","Percentage.Going.Live","Distinct.Game.Types.Used","Distinct.Live.Game.Types.Used","Avg.Unique.Reg.Rate.Q1.To.Q3","Avg.Time.Spent.Q1.To.Q3","Days.Until.First.Campaign","Days.Until.First.Live.Campaign"
"Renewal sales pipeline",3360.21505376344,"1",365,"No","DK","C","Financial services",2018,0,4.70372488511426,26.0515683679166,1,1,1,0,1,1,1,0.442307692307692,68,90,124
"Renewal sales pipeline",3360.21505376344,"1",365,"No","DK","C","Consumer brands",2018,0,4.70372488511426,26.0515683679166,2,3,3,1,1.5,1,2,0.451264465477241,53.5,20,28
"Newbizz Pipeline",9408.60215053763,"0",382,"No","DK","B","Retailers",2020,22,4.33333333333333,47.35,15,6,3,0,0.4,5,3,0.380949057810972,30.08,21,34
"Newbizz Pipeline",3360.21505376344,"1",472,"No","DK","C","Retailers",2018,0,4.70372488511426,26.0515683679166,6,6,2,0,1,3,3,0.367985224052108,74.25,1,9
"Renewal sales pipeline",15040.3225806452,"0",365,"No","DK","Enterprise","Consumer brands",2019,4,5,27.25,7,3,5,1,0.428571428571429,3,2,0.367182631923119,31,7,78
"Newbizz Pipeline",13436.0215053763,"1",364,"No","DK","Enterprise","Consumer brands",2020,0,4.70372488511426,26.0515683679166,8,5,2,0,0.625,5,3,0.274367054775906,40.2,17,33
"Newbizz Pipeline",3360.21505376344,"0",160,"No","DK","Enterprise","Consumer brands",2021,14,4.36363636363636,23.5714285714286,6,0,1,0,0,1,0,0.367182631923119,0,6,72.8333333333333
"Newbizz Pipeline",10752.688172043,"0",457,"No","DK","A","Pharma / Healthcare",2020,3,5,14,9,1,1,0,0.111111111111111,5,1,0.203010752688172,6.77777777777778,28,69
"Newbizz Pipeline",12032.2580645161,"0",366,"No","FI","A","Energy / utility",2019,23,5,21.2173913043478,27,13,6,0,0.481481481481481,9,8,0.388705541769992,29.6896551724138,60,74
"Renewal sales pipeline",20000,"0",365,"No","FI","A","Energy / utility",2019,9,5,22.4285714285714,6,7,1,2,1.16666666666667,5,7,0.29419531444232,33.6666666666667,16,35
"Newbizz Pipeline",15456.9892473118,"0",361,"No","DK","Enterprise","Financial services",2020,44,4.75,25.5172413793103,19,14,5,0,0.736842105263158,8,7,0.154734567318716,27.7954545454545,1,5
"Renewal sales pipeline",15456.9892473118,"0",365,"No","DK","Enterprise","Financial services",2020,12,4,23.8333333333333,13,3,5,1,0.230769230769231,5,2,0.309309301530396,19.25,3,18
"Newbizz Pipeline",9408.60215053763,"0",457,"No","DK","A","Retailers",2019,5,4.75,23.4,14,7,2,0,0.5,6,3,0.0915233415233415,69.7142857142857,22,52
"Newbizz Pipeline",6048.38709677419,"0",184,"No","DK","A","Consumer brands",2019,87,4.95,30.3733333333333,12,7,5,1,0.583333333333333,3,3,0.434205711689059,31.0454545454545,62,215
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","A","Consumer brands",2019,18,5,24.5294117647059,3,1,2,2,0.333333333333333,1,1,0.101670297748729,68,25,33
"Renewal sales pipeline",6720.43010752688,"0",365,"Yes","DK","C","Retailers",2019,2,4,31.5,3,3,1,1,1,2,2,0.307372005345393,67,55,58
"Newbizz Pipeline",7392.47311827957,"0",366,"Yes","DK","B","B2B",2019,1,4.70372488511426,26.0515683679166,37,7,3,0,0.189189189189189,11,3,0.331745659443991,32.5263157894737,26,-1
"Renewal sales pipeline",20053.7634408602,"1",366,"No","FI","A","Government/Public Sector",2019,0,4.70372488511426,26.0515683679166,15,0,0,0,0,9,0,0.741176470588235,23.6666666666667,4,288
"Newbizz Pipeline",23061.8279569892,"0",365,"Yes","FI","A","Energy / utility",2021,10,5,56.2222222222222,27,6,3,0,0.222222222222222,6,4,0.250297197572907,20.8888888888889,18,33
"Newbizz Pipeline",10026.8817204301,"1",366,"No","FI","B","Consumer brands",2020,0,4.70372488511426,26.0515683679166,5,3,2,0,0.6,3,2,0.621317901190202,97.5714285714286,26,77
"Newbizz Pipeline",5013.44086021505,"0",365,"No","FI","B","Education (university, online training, schools)",2020,6,5,18,8,1,3,1,0.125,7,1,0.472795497185741,58,26,85
"Newbizz Pipeline",0.999997043010753,"0",365,"Yes","FI","B","Media & entertainment",2021,1,5,13,6,2,2,0,0.333333333333333,3,1,0.287359817005812,36,3,47
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Financial services",2016,12,5,23.9166666666667,15,10,5,0,0.666666666666667,2,2,0.516570444282345,60.9130434782609,5,50
"Newbizz Pipeline",15040.3225806452,"0",365,"No","FI","A","B2B",2021,5,4.66666666666667,39.2,11,2,7,0,0.181818181818182,5,2,0.367182631923119,32.4545454545455,3,52
"Newbizz Pipeline",3763.44086021505,"0",366,"No","DK","C","B2B",2019,29,5,18.5,18,4,5,0,0.222222222222222,8,3,0.368969688016471,61.0740740740741,23,64
"Renewal sales pipeline",3763.44086021505,"0",365,"No","DK","C","B2B",2019,8,4.8,13.75,24,3,1,1,0.125,4,1,0.377609580918539,111.625,13,14
"Renewal sales pipeline",4010.75268817204,"0",365,"No","NL","C","Media & entertainment",2020,31,4.64285714285714,25.3225806451613,39,16,2,1,0.41025641025641,10,4,0.119072399432016,66.8095238095238,6,5
"Newbizz Pipeline",4010.75268817204,"0",366,"No","NL","C","Media & entertainment",2020,22,4.28571428571429,18.7,37,16,3,0,0.432432432432432,7,4,0.284807954341709,52.6216216216216,41,82
"Newbizz Pipeline",2005.37634408602,"0",365,"No","NL","A","B2B",2019,104,4.48275862068965,21.38,89,11,6,0,0.123595505617978,26,9,0.302610579535194,22.3978494623656,9,18
"Renewal sales pipeline",2000,"0",365,"No","NL","A","B2B",2021,0,4.70372488511426,26.0515683679166,1,1,2,1,1,1,1,0.187671232876712,39,35,95
"Renewal sales pipeline",2000,"0",365,"No","NL","A","B2B",2019,17,4.33333333333333,31.6875,42,14,6,1,0.333333333333333,12,5,0.352258123100601,46.5454545454545,8,59
"Renewal sales pipeline",7334.00537634409,"0",446,"No","DK","B","Media & entertainment",2019,2,5,22.5,13,2,4,1,0.153846153846154,10,2,0.124613003095975,173.166666666667,46,49
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","B2B",2019,6,4.5,18.4,3,1,2,0,0.333333333333333,3,1,0.241795303007516,54.5,111,124
"Renewal sales pipeline",3763.44086021505,"0",365,"No","DK","C","B2B",2019,5,4.33333333333333,20,2,0,1,1,0,2,0,0.367182631923119,49.5,4,72.8333333333333
"Newbizz Pipeline",10026.8817204301,"0",365,"No","NL","Enterprise","Consumer brands",2019,0,4.70372488511426,26.0515683679166,10,0,0,0,0,5,0,0.367182631923119,0,20,72.8333333333333
"Newbizz Pipeline",4032.25806451613,"1",443,"Yes","DK","C","Consumer brands",2019,1,4.70372488511426,45,5,0,2,0,0,4,0,0.367182631923119,36.3333333333333,14,72.8333333333333
"Newbizz Pipeline",3763.44086021505,"1",366,"No","DK","C","Consumer brands",2019,0,4.70372488511426,26.0515683679166,10,4,5,0,0.4,3,3,0.436509084669434,104.142857142857,1,68
"Newbizz Pipeline",8522.84946236559,"0",365,"No","FI","B","Retailers",2020,6,5,40.8,14,3,2,0,0.214285714285714,5,2,0.45604918304735,43,8,73
"Newbizz Pipeline",4032.25806451613,"0",366,"No","DK","C","Media & entertainment",2019,26,4.8,23.1304347826087,19,12,3,0,0.631578947368421,4,3,0.211637501044567,121.136363636364,9,30
"Newbizz Pipeline",18145.1612903226,"0",444,"No","DK","A","Travel & Leisure",2020,12,4.6,22.6363636363636,45,7,3,0,0.155555555555556,17,7,0.364466292134831,53,6,49
"Newbizz Pipeline",13440.8602150538,"0",365,"Yes","DK","A","NGO/interest organisations/labour unions",2021,4,4.5,18.75,10,1,0,0,0.1,7,1,0.367182631923119,15.6,28,45
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","C","Education (university, online training, schools)",2019,0,4.70372488511426,26.0515683679166,3,1,0,1,0.333333333333333,2,1,0.367182631923119,31.3333333333333,245,72.8333333333333
"Newbizz Pipeline",5013.44086021505,"0",366,"No","FI","C","Education (university, online training, schools)",2019,2,5,9,10,2,6,0,0.2,6,2,0.385150812064965,42.6666666666667,2,49
"Newbizz Pipeline",9408.60215053763,"1",427,"No","DK","B","Government/Public Sector",2019,0,4.70372488511426,26.0515683679166,8,1,1,0,0.125,5,1,0.367182631923119,5,3,30
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","B","B2B",2020,3,4.5,20,18,2,6,1,0.111111111111111,10,2,0.495327102803738,23.325,5,23
"Renewal sales pipeline",36290.3225806452,"0",365,"No","DK","Enterprise","Consumer brands",2021,0,4.70372488511426,26.0515683679166,1,1,0,2,1,1,1,0.0609484404837683,108,158,252
"Renewal sales pipeline",36290.3225806452,"0",365,"No","DK","Enterprise","Consumer brands",2020,23,4.69230769230769,17.9130434782609,6,1,1,2,0.166666666666667,5,1,0.367182631923119,39.8333333333333,136,249
"Newbizz Pipeline",36290.3225806452,"0",377,"No","DK","Enterprise","Consumer brands",2020,27,4.5625,15.0769230769231,14,0,1,0,0,10,0,0.0676207513416817,22.7857142857143,24,348
"Newbizz Pipeline",5013.44086021505,"1",366,"No","FI","C","Media & entertainment",2020,0,4.70372488511426,26.0515683679166,2,0,1,0,0,2,0,0.367182631923119,0,2,72.8333333333333
"Renewal sales pipeline",6016.12903225806,"0",365,"No","FI","C","Travel & Leisure",2019,1,4.70372488511426,80,5,3,2,2,0.6,3,3,0.415759200677776,53.5714285714286,112,155
"Newbizz Pipeline",5013.44086021505,"0",366,"No","FI","C","NGO/interest organisations/labour unions",2019,22,4.7,15.1,41,9,7,0,0.219512195121951,7,4,0.339413924470708,39.0357142857143,2,124
"Newbizz Pipeline",10778.8978494624,"0",366,"No","NL","B","B2B",2019,4,4.5,21.5,14,4,0,0,0.285714285714286,6,3,0.282701787238108,50.7142857142857,16,40
"Newbizz Pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","B2B",2017,7,5,29.2,41,2,2,0,0.0487804878048781,5,1,0.35662742349346,18.5952380952381,189,247
"Renewal sales pipeline",20161.2903225806,"0",365,"No","DK","Enterprise","B2B",2017,1,5,29,27,3,4,1,0.111111111111111,10,3,0.367182631923119,9.21428571428571,36,180
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","B2B",2017,1,5,29,27,3,4,1,0.111111111111111,10,3,0.367182631923119,9.21428571428571,36,180
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","A","Financial services",2016,20,5,20,49,31,7,0,0.63265306122449,12,7,0.227555917905566,51.462962962963,19,35
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","A","Travel & Leisure",2018,6,5,12,20,5,5,0,0.25,16,5,0.518933215968978,10.9090909090909,5,29
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","A","Retailers",2018,24,4.4,23.5652173913043,180,112,4,1,0.622222222222222,11,7,0.443775772067647,62.731778425656,18,42
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","C","Retailers",2017,1,4.70372488511426,8,5,3,2,0,0.6,5,3,0.394962309152495,36.6,8,92
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Retailers",2017,18,5,35.9444444444444,9,7,1,1,0.777777777777778,5,4,0.454849137703947,48,20,28
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Education (university, online training, schools)",2019,9,5,23.7777777777778,3,3,4,2,1,2,2,0.367182631923119,50.875,20,34
"Newbizz Pipeline",6720.43010752688,"0",397,"No","DK","B","Education (university, online training, schools)",2019,20,5,14.8235294117647,19,2,4,0,0.105263157894737,8,2,0.367182631923119,26.9642857142857,10,60
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Education (university, online training, schools)",2017,14,5,16.2142857142857,5,4,2,0,0.8,3,2,0.367182631923119,69.5,30,158
"Newbizz Pipeline",7018.81720430107,"0",365,"No","FI","C","B2B",2020,21,4,19.5625,11,4,2,0,0.363636363636364,5,3,0.365152851263963,35.7272727272727,1,107
"Newbizz Pipeline",9408.60215053763,"0",289,"Yes","DK","A","Media & entertainment",2020,8,5,17.625,30,14,0,0,0.466666666666667,7,3,0.554519331653339,57,21,43
"Renewal sales pipeline",11021.5053763441,"0",365,"No","UK","C","Media & entertainment",2020,8,5,36.375,10,2,1,1,0.2,7,2,0.193769518907582,26.2,8,118
"Newbizz Pipeline",11559.1397849462,"0",366,"No","UK","C","Media & entertainment",2020,7,5,24.6,19,6,2,0,0.315789473684211,10,4,0.275356477176789,49.7368421052632,4,50
"Newbizz Pipeline",4704.30107526882,"0",365,"No","DK","C","Retailers",2020,2,4.70372488511426,33,14,6,6,0,0.428571428571429,6,3,0.531118129814465,34.5217391304348,2,27
"Newbizz Pipeline",6586.02150537634,"0",510,"No","DK","B","Financial services",2019,12,4.57142857142857,23.25,30,3,2,0,0.1,7,2,0.229660144181256,30.9666666666667,12,179
"Renewal sales pipeline",3696.23655913978,"0",426,"No","DK","B","Financial services",2019,4,5,17.5,21,4,3,2,0.19047619047619,9,3,0.198490372924971,16.75,18,58
"Renewal sales pipeline",23521.5053763441,"0",365,"No","DK","A","Retailers",2019,21,5,21.6190476190476,7,6,2,1,0.857142857142857,4,4,0.398503035851978,62.1666666666667,17,49
"Newbizz Pipeline",5241.93548387097,"1",379,"No","DK","C","Media & entertainment",2020,17,5,28.2352941176471,3,0,2,0,0,3,0,0.352467772950645,52.5,10,273
"Renewal sales pipeline",8198.92473118279,"0",353,"No","DK","B","Government/Public Sector",2020,2,4.70372488511426,8,26,4,4,1,0.153846153846154,10,3,0.563528261229217,49.5769230769231,15,52
"Newbizz Pipeline",8198.92473118279,"0",378,"No","DK","B","Government/Public Sector",2020,5,4.25,21.5,17,5,3,0,0.294117647058824,6,2,0.336735343690486,68.8333333333333,7,29
"Renewal sales pipeline",8736.55913978495,"0",365,"No","DK","B","Government/Public Sector",2020,4,5,26.3333333333333,15,1,1,1,0.0666666666666667,6,1,0.367182631923119,7.86666666666667,10,143
"Newbizz Pipeline",23655.9139784946,"0",347,"No","DK","Enterprise","Retailers",2020,88,4.2037037037037,23.25,117,37,6,0,0.316239316239316,27,4,0.315937225986191,44.6230366492147,4,72
"Renewal sales pipeline",39371.3709677419,"0",579,"No","DK","Enterprise","Retailers",2020,74,4.46341463414634,28.6515151515152,125,36,4,1,0.288,8,4,0.207140758513885,22.0966386554622,10,54
"Newbizz Pipeline",6384.40860215054,"0",389,"No","DK","B","Retailers",2020,13,4.75,22.3076923076923,15,9,3,0,0.6,5,3,0.307141533774117,24.05,17,46
"Newbizz Pipeline",15040.3225806452,"0",366,"No","UK","Enterprise","B2B",2020,0,4.70372488511426,26.0515683679166,6,1,3,0,0.166666666666667,3,1,0.367182631923119,18.2857142857143,60,270
"Renewal sales pipeline",6720.43010752688,"0",365,"Yes","DK","B","Consumer brands",2020,0,4.70372488511426,26.0515683679166,3,0,3,1,0,2,0,0.367182631923119,0,49,72.8333333333333
"Newbizz Pipeline",10528.2258064516,"0",365,"No","DK","A","Retailers",2020,5,5,41.25,27,6,8,0,0.222222222222222,13,4,0.555183999574602,38.9655172413793,1,14
"Renewal sales pipeline",10500,"0",365,"No","DK","A","Retailers",2020,0,4.70372488511426,26.0515683679166,3,3,1,1,1,2,3,0.603922374755708,92,14,31
"Newbizz Pipeline",2956.98924731183,"0",248,"Yes","DK","C","Travel & Leisure",2020,21,4.125,24.4,7,2,2,0,0.285714285714286,6,2,0.0815888900234861,41.75,10,219
"Renewal sales pipeline",8064.51612903226,"0",365,"No","DK","B","Education (university, online training, schools)",2017,25,4.90476190476191,21.7083333333333,17,7,5,1,0.411764705882353,3,2,0.268292682926829,31.6,47,135
"Renewal sales pipeline",20053.7634408602,"0",365,"Yes","UK","Enterprise","Education (university, online training, schools)",2019,0,4.70372488511426,26.0515683679166,22,16,2,0,0.727272727272727,8,6,0.511083959593006,42.9230769230769,38,87
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","C","Telecommunications / Broadband/internet",2017,1,5,39,31,5,4,0,0.161290322580645,9,3,0.411834510518721,36.3939393939394,10,19
"Renewal sales pipeline",3763.44086021505,"0",365,"No","DK","C","Telecommunications / Broadband/internet",2017,10,4.83333333333333,16,15,9,3,1,0.6,4,5,0.367182631923119,65.9375,31,30
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Energy / utility",2017,4,5,20.6666666666667,7,4,2,1,0.571428571428571,3,3,0.132033870032231,48.25,12,23
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Travel & Leisure",2016,13,5,28.1,27,11,4,0,0.407407407407407,7,6,0.525894393791118,43.5625,67,79
"Renewal sales pipeline",9408.60215053763,"0",365,"No","DK","A","Travel & Leisure",2018,40,4.7,34.075,47,19,2,0,0.404255319148936,13,2,0.264053590598164,37.6122448979592,21,146
"Renewal sales pipeline",5376.34408602151,"0",365,"No","DK","B","B2B",2018,10,4.88888888888889,22.4545454545455,12,4,2,1,0.333333333333333,9,4,0.153287454686469,28.0769230769231,66,84
"Renewal sales pipeline",5376.34408602151,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2018,10,4.6,39.5555555555556,6,6,3,1,1,4,5,0.130842810728365,57.1666666666667,3,44
"Newbizz Pipeline",5241.93548387097,"0",365,"Yes","DK","C","Travel & Leisure",2020,21,4.84615384615385,24.4736842105263,20,8,2,1,0.4,6,3,0.388418839565369,63.0384615384615,2,10
"Newbizz Pipeline",7258.06451612903,"0",365,"No","DK","B","Financial services",2020,7,5,27,13,2,2,0,0.153846153846154,6,2,0.307354555433589,18.9230769230769,10,53
"Renewal sales pipeline",7258.06451612903,"0",365,"No","DK","B","Financial services",2020,3,4,19,4,0,1,1,0,2,0,0.367182631923119,72.25,4,72.8333333333333
"Newbizz Pipeline",17137.0443548387,"0",365,"No","UK","B","Education (university, online training, schools)",2021,0,4.70372488511426,26.0515683679166,2,0,1,0,0,2,0,0.367182631923119,0,95,72.8333333333333
"Newbizz Pipeline",7930.10752688172,"0",365,"No","DK","B","Government/Public Sector",2020,16,4.875,26.7333333333333,21,6,2,0,0.285714285714286,5,1,0.367182631923119,45.8571428571429,4,73
"Renewal sales pipeline",7930.10752688172,"0",365,"No","DK","B","Government/Public Sector",2020,4,4.70372488511426,12.25,2,1,0,1,0.5,1,1,0.5,129,36,54
"Newbizz Pipeline",9408.60215053763,"0",365,"No","DK","A","Government/Public Sector",2021,5,4.5,20.2,13,1,0,0,0.0769230769230769,6,1,0.367182631923119,13.8461538461538,25,156
"Newbizz Pipeline",6048.38709677419,"0",365,"No","DK","C","Pharma / Healthcare",2021,1,4.70372488511426,26.0515683679166,2,0,0,0,0,2,0,0.367182631923119,0,26,72.8333333333333
"Newbizz Pipeline",15040.3225806452,"0",364,"No","UK","Enterprise","B2B",2020,4,5,17.3333333333333,25,3,1,0,0.12,5,2,0.309755671056025,75.24,4,192
"Renewal sales pipeline",14999.9556451613,"0",365,"No","UK","Enterprise","B2B",2020,1,5,16,19,7,1,1,0.368421052631579,5,3,0.537019871211346,55.6842105263158,1,12
"Renewal sales pipeline",20000,"0",365,"No","UK","Enterprise","B2B",2020,2,5,14,35,9,1,1,0.257142857142857,7,3,0.516473419180344,36.8,6,26
"Newbizz Pipeline",13440.8602150538,"0",365,"No","DK","A","Government/Public Sector",2021,1,4.70372488511426,20,7,0,1,0,0,2,0,0.367182631923119,12.7142857142857,9,72.8333333333333
"Newbizz Pipeline",5013.44086021505,"1",365,"No","NL","C","B2B",2020,11,4.5,50.6666666666667,5,3,3,0,0.6,4,3,0.522938194291451,60.4285714285714,6,53
"Newbizz Pipeline",23061.8279569892,"0",365,"No","UK","Enterprise","B2B",2020,5,4,27,114,29,5,0,0.254385964912281,23,10,0.250661639506208,63.0637254901961,6,85
"Newbizz Pipeline",13225.8064516129,"0",365,"Yes","UK","C","Retailers",2020,13,4.8,37.1538461538462,13,8,2,0,0.615384615384615,5,5,0.5103440639611,36.3125,13,23
"Newbizz Pipeline",18145.1612903226,"0",365,"No","DK","A","Retailers",2020,1,4.70372488511426,9,25,15,5,0,0.6,4,3,0.380760400617173,48.9666666666667,7,49
"Newbizz Pipeline",22175.2688172043,"0",365,"No","UK","Enterprise","B2B",2021,32,4.33333333333333,39.6666666666667,22,7,6,0,0.318181818181818,5,1,0.242611343392956,45.1,10,92
"Newbizz Pipeline",6720.43010752688,"0",365,"No","DK","B","B2B",2020,18,5,28.8888888888889,58,2,5,0,0.0344827586206897,4,2,0.1069743051914,30.3839285714286,15,128
"Renewal sales pipeline",20053.7634408602,"0",365,"No","DK","Enterprise","Media & entertainment",2016,8,5,18.625,13,7,2,1,0.538461538461538,3,2,0.215258894229003,52.3076923076923,18,27
"Renewal sales pipeline",20161.2903225806,"0",365,"No","DK","Enterprise","Media & entertainment",2016,8,5,18.625,13,7,2,1,0.538461538461538,3,2,0.215258894229003,52.3076923076923,18,27
"Renewal sales pipeline",20161.2903225806,"0",365,"No","DK","Enterprise","Media & entertainment",2016,7,5,15.3333333333333,120,32,4,0,0.266666666666667,16,13,0.24733873534444,89.5666666666667,4,45
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2017,9,5,31.5,13,7,5,0,0.538461538461538,6,6,0.181784764589759,62.8333333333333,4,31
"Newbizz Pipeline",16129.0322580645,"0",457,"No","DK","A","Retailers",2014,24,4.77777777777778,28.75,24,7,3,0,0.291666666666667,7,3,0.354324254559891,50.2413793103448,8,24
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","A","Energy / utility",2019,3,4,13,1,0,0,0,0,1,0,0.367182631923119,46,190,72.8333333333333
"Renewal sales pipeline",6048.38709677419,"0",365,"No","DK","B","Retailers",2019,0,4.70372488511426,26.0515683679166,6,4,3,0,0.666666666666667,6,4,0.489982730188806,57.6923076923077,8,29
"Renewal sales pipeline",5376.34408602151,"0",365,"No","DK","B","Retailers",2019,0,4.70372488511426,26.0515683679166,4,0,0,1,0,1,0,0.367182631923119,29,34,72.8333333333333
"Newbizz Pipeline",8333.33333333333,"0",365,"No","DK","B","Retailers",2020,2,4,14.5,13,3,2,0,0.230769230769231,6,2,0.722335448836115,6,3,16
"Renewal sales pipeline",11559.1397849462,"1",365,"No","UK","C","Consumer brands",2019,1,5,15,3,1,4,0,0.333333333333333,2,1,0.139276755903383,64,141,153
"Newbizz Pipeline",6182.79569892473,"0",344,"Yes","DK","B","NGO/interest organisations/labour unions",2020,33,4.83333333333333,18.3076923076923,43,21,4,0,0.488372093023256,13,7,0.164205962359282,17.9090909090909,13,38
"Renewal sales pipeline",6182.79569892473,"0",365,"Yes","DK","B","NGO/interest organisations/labour unions",2020,19,4.8125,17.2631578947368,27,12,4,1,0.444444444444444,9,4,0.367182631923119,23.8214285714286,7,22
"Newbizz Pipeline",23145.1612903226,"0",365,"No","UK","A","Retailers",2021,16,4.8,23.125,30,3,5,0,0.1,11,3,0.260139502489725,15.7413793103448,9,55
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Financial services",2016,12,4,22.5,3,2,1,0,0.666666666666667,2,2,0.177479884853882,23.6666666666667,137,153
"Renewal sales pipeline",7392.47311827957,"0",426,"No","DK","B","Financial services",2016,14,5,15.2142857142857,11,4,4,1,0.363636363636364,9,4,0.375533884037613,22.8125,12,23
"Newbizz Pipeline",18145.1612903226,"0",365,"Yes","DK","A","Retailers",2020,10,4.16666666666667,49.7,7,7,2,0,1,3,3,0.223851323176617,45.7,28,33
"Renewal sales pipeline",4704.30107526882,"0",366,"No","DK","C","B2B",2019,54,4.6,31.1020408163265,45,6,5,0,0.133333333333333,11,2,0.137072020989537,60.0606060606061,9,83
"Newbizz Pipeline",10752.688172043,"0",426,"No","DK","A","Retailers",2020,17,4.85714285714286,31.1176470588235,36,29,4,0,0.805555555555556,5,2,0.288067062281385,92.1264367816092,18,46
"Newbizz Pipeline",6048.38709677419,"0",365,"No","DK","C","Media & entertainment",2018,8,5,23.5,6,4,2,1,0.666666666666667,3,2,0.358566474226542,49.375,33,110
"Renewal sales pipeline",6720.43010752688,"1",366,"No","DK","A","Media & entertainment",2019,0,4.70372488511426,26.0515683679166,4,2,1,0,0.5,3,2,0.442283824227385,34.75,181,184
"Renewal sales pipeline",9408.60215053763,"0",365,"No","DK","A","NGO/interest organisations/labour unions",2020,6,4,18.8333333333333,6,3,2,1,0.5,2,2,0.12686879614151,56.7142857142857,73,101
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2019,0,4.70372488511426,26.0515683679166,5,0,0,1,0,4,0,0.367182631923119,0,167,72.8333333333333
"Newbizz Pipeline",6720.43010752688,"0",425,"No","DK","B","Consumer brands",2019,1,4.70372488511426,17,3,0,3,0,0,2,0,0.380932685347947,46.8,32,313
"Renewal sales pipeline",4704.30107526882,"1",366,"Yes","DK","B","Consumer brands",2018,0,4.70372488511426,26.0515683679166,2,1,1,0,0.5,2,1,0.348334833483348,84,70,250
"Newbizz Pipeline",12000,"0",365,"Yes","NL","B","Travel & Leisure",2019,1,5,23,5,0,0,2,0,3,0,0.367182631923119,46.6,3,72.8333333333333
"Newbizz Pipeline",9408.60215053763,"0",365,"No","DK","A","Retailers",2019,0,4.70372488511426,26.0515683679166,8,2,1,0,0.25,4,2,0.229133114594115,19.75,50,64
"Newbizz Pipeline",7392.47311827957,"0",585,"No","DK","B","Media & entertainment",2020,29,4.61111111111111,18.5,17,9,2,0,0.529411764705882,7,5,0.208365693515237,85.6666666666667,14,27
"Newbizz Pipeline",7392.47311827957,"0",435,"Yes","DK","B","NGO/interest organisations/labour unions",2019,20,4.90909090909091,22.4,5,2,4,0,0.4,1,1,0.174068767908309,26.5,21,27
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Consumer brands",2018,3,5,17.3333333333333,4,1,1,1,0.25,3,1,0.367182631923119,15.75,27,49
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","C","Retailers",2017,3,5,11,20,11,3,0,0.55,7,6,0.544329637294519,27.6521739130435,14,23
"Renewal sales pipeline",2688.17204301075,"0",365,"No","DK","C","Retailers",2017,16,4.45454545454545,57,13,7,2,1,0.538461538461538,4,4,0.460941089076153,27.4117647058824,14,17
"Newbizz Pipeline",5241.93548387097,"0",525,"No","DK","C","Retailers",2020,0,4.70372488511426,26.0515683679166,4,0,4,0,0,3,0,0.367182631923119,0,12,72.8333333333333
"Newbizz Pipeline",13440.8602150538,"0",488,"No","DK","A","Retailers",2020,23,5,26.8260869565217,48,27,5,0,0.5625,9,5,0.142993140592367,49.3137254901961,15,19
"Newbizz Pipeline",1504.03225806452,"0",365,"No","FI","A","Retailers",2020,10,4.44444444444444,27.6,9,1,1,0,0.111111111111111,3,1,0.367182631923119,39.5555555555556,88,107
"Newbizz Pipeline",7921.23655913978,"0",382,"No","FI","C","Retailers",2020,7,4.70372488511426,14,5,3,1,0,0.6,4,3,0.326529116407164,33,7,56
"Newbizz Pipeline",10080.6451612903,"0",365,"No","DK","A","Media & entertainment",2021,0,4.70372488511426,26.0515683679166,1,0,0,0,0,1,0,0.367182631923119,0,76,72.8333333333333
"Newbizz Pipeline",9677.41935483871,"0",365,"No","DK","A","Consumer brands",2021,5,5,20,12,5,4,0,0.416666666666667,4,3,0.486184210526316,34.4736842105263,8,32
